redshift_z,comoving_distance_Gly,luminosity_distance_Gly,universe_age_Myr,shell_volume_Gpc3_per_z_all_sky,shell_volume_norm,cumulative_R3_volume_fraction_to_46p5Gly,Lmin_over_Lstar_toy,schechter_visible_fraction,toy_detection_fraction,raw_detected_proxy_norm,volume_corrected_proxy_norm,cumulative_detected_proxy
1.910659217877095,16.87582837630123,49.119785422793015,3424.7825873615175,515.3903307404066,0.9736431980222704,0.047800940486876116,0.0033790443688699622,0.2508481588598572,0.2178607037772606,0.757519077751974,0.2188518795688048,0.4149301066730968
1.921826815642458,16.931481314696438,49.47085613382927,3405.698752519859,516.0658125512905,0.9749192760379561,0.048275414160444764,0.0034144182204353547,0.24969345243602842,0.21655811300015135,0.7539767504656316,0.21754336254422563,0.41732340065245754
1.9329944134078212,16.98684187945811,49.822312333892654,3386.7875945859532,516.7210833076538,0.9761571725927469,0.04875049996113648,0.003449918674947671,0.2485431231870557,0.215263557603661,0.7504212118946679,0.21624291745791252,0.41970540854236
1.9441620111731843,17.041912442529974,50.17415121103636,3368.0469939134905,517.3564284319915,0.9773574268889798,0.049226179426238637,0.003485545026554564,0.24754016305733986,0.2141006636082931,0.7472850075571391,0.21507473277745845,0.4220774614051951
1.9553296089385475,17.096695351875844,50.52636998840073,3349.4748630604636,517.9721300633405,0.9785205719260878,0.04970243435411716,0.0035212965752641876,0.24639799756363043,0.21282135165803803,0.7437037922212814,0.21378960048873508,0.4244381466746702
1.9664972067039104,17.15119293173172,50.878965923622005,3331.0691462181835,518.5684670692897,0.9796471345232892,0.05017924680120164,0.0035571726268927525,0.24540215603252735,0.2116723669929299,0.7405402649945906,0.21263538842022117,0.42678879018800303
1.9776648044692735,17.20540748285607,51.23193630825279,3312.827818651589,519.1457150592868,0.9807376353447254,0.050656599078980846,0.0035931724930122325,0.24426809797107502,0.21040806496906259,0.7369364912456732,0.2113653343468216,0.42912799450243355
1.9888324022346366,17.259341282778514,51.58527846719435,3294.7488861506185,519.7041463991719,0.9817925889269172,0.0511344737510125,0.003629295490898279,0.2432793259353795,0.20927277275049005,0.7337486520217968,0.21022487701979276,0.4314570798889039
2.0,17.312996586046662,51.93898975813998,3276.8303844923885,520.2440302268556,0.9828125037083825,0.05161285362994593,0.0036655409434783242,0.24215331939259924,0.20802325218637197,0.7301252925228574,0.20896967165565006,0.4378040602321691
2.05,17.549867977385652,53.52709733102623,3198.52153245374,522.4407662390628,0.9869624400742113,0.053760426139456564,0.0038293043068336175,0.23769185046914626,0.20297209333942962,0.715404709279689,0.20389553213214912,0.44797123127800764
2.0999999999999996,17.78139561725437,55.12232641348853,3123.224018876075,524.2940242804905,0.9904634993269604,0.055916332062946966,0.003995450150382372,0.23329772481725866,0.19804881170396577,0.7005280906778719,0.19894985160837078,0.4579269791616186
2.15,18.007765769585472,56.72446217419424,3050.781862678195,525.825648444922,0.9933569479632259,0.05807920199705337,0.004163921690801141,0.22910420520142843,0.1933625072716965,0.6859499692408303,0.19424222643571767,0.46767554605766437
2.1999999999999997,18.229156497535,58.333300792112,2981.0490358996976,527.056278297941,0.9956817769602191,0.060247754020168534,0.004334664194724051,0.22523683209323847,0.18901339377181028,0.6720908411370439,0.18987332627425815,0.47722715013790856
2.25,18.44573805925548,59.948648692580306,2913.888723649437,528.0053943306931,0.9974747876441707,0.06242078882341859,0.004507624892603396,0.2212918820090991,0.18465789492978044,0.6577860303252241,0.1854980117199981,0.4865754574598067
