scale_factor_a,redshift_z,radiation_term,matter_term,curvature_term,lambda_term,H_over_H0_squared,H_over_H0
0.00043782520424986895,2283.0165214182034,2503714425.274973,3753256772.643998,-479.9392952502405,0.685,6256970718.664677,79101.0159142389
0.00044100589025363644,2266.5434095106266,2432261507.864505,3672631741.909923,-473.0412864893871,0.685,6104892777.418141,78133.8132783633
0.00044420968311227745,2250.189107346051,2362847768.4668827,3593738645.859414,-466.24242052708286,0.685,5956585948.768877,77178.92166109136
0.00044743675069107056,2233.952758027788,2295415011.4601674,3516540280.1934977,-459.54127241667356,0.685,5811954832.797394,76236.17797868275
0.00045068726207479184,2217.833510839384,2229906702.053594,3441000239.811852,-452.9364376917921,0.685,5670906489.614009,75305.42138262032
0.00045396138757657425,2201.8305212000437,2166267918.8895016,3367082901.6449366,-446.42653207200186,0.685,5533350374.792907,74386.49322822595
0.00045725929874683126,2185.942950620378,2104445307.9979413,3294753407.8549166,-440.0101911726711,0.685,5399198276.527667,73479.23704372322
0.00046058116838224576,2170.169966658471,2044387038.0653667,3223977649.397441,-433.68607021901653,0.685,5268364254.461738,72583.49849973986
0.00046392717053482226,2154.5107428762685,1986042756.979925,3154722249.9365797,-427.45284376426025,0.685,5140764580.148662,71699.12537924477
0.000467297480521009,2138.9644587962666,1929363549.6168242,3086954550.1052065,-421.30920541183036,0.685,5016317679.097826,70825.9675479116
