mass_Msun,mass_kg,schwarzschild_radius_km,schwarzschild_radius_AU,hawking_temperature_K,temperature_relative_to_CMB
8.437606314619563e-16,1677792702843156.2,2.4919115019342132e-15,1.6657399535662063e-23,73125879.48220234,26830262.147203207
8.684093055173298e-16,1726805851742044.8,2.564707401737678e-15,1.7144010070042248e-23,71050296.04831044,26068719.885639496
8.93778038212599e-16,1777250815644606.8,2.639629879079744e-15,1.7644835897251472e-23,69033625.36352395,25328793.015418805
9.198878645309696e-16,1829169421983897.0,2.7167410574047137e-15,1.816029228686551e-23,67074195.2657173,24609868.01163724
9.467604339479985e-16,1882604720092576.5,2.796104874961352e-15,1.8690806639678676e-23,65170381.05492157,23911348.76350085
9.744180283826594e-16,1937601016898066.5,2.877787137818469e-15,1.9236818842091108e-23,63320604.14617425,23232656.080049258
1.002883580672845e-15,1994203913660532.2,2.9618555744293585e-15,1.97987816308495e-23,61523330.76060362,22573227.20990777
1.0321806935905925e-15,2052460343784085.5,3.0483798917902023e-15,2.0377160968442866e-23,59777070.653665155,21932515.374670763
1.0623336594127613e-15,2112418611732493.5,3.1374318332389302e-15,2.0972436429464034e-23,58080375.879477456,21309989.315530162
1.0933674800634636e-15,2174128433081795.5,3.2290852379426494e-15,2.1585101598258576e-23,56431839.5902287,20705132.85277149
1.1253078878449146e-15,2237640975742977.2,3.3234161021228836e-15,2.2215664478190222e-23,54830094.86966051,20117444.457773075
1.1581813667738503e-15,2303008902388798.0,3.4205026420692557e-15,2.2864647912861342e-23,53273813.59966381,19546436.837154213
1.192015174541283e-15,2370286414120105.0,3.5204253589940946e-15,2.3532590019639195e-23,51761705.35904287,18991636.52872606
1.2268373651137667e-15,2439529295407771.5,3.623267105781649e-15,2.4220044635846876e-23,50292516.35353667,18452583.508910906
1.2626768119948646e-15,2510794960347428.5,3.72911315568709e-15,2.4927581777987767e-23,48865028.37621199,17928830.81130508
1.2995632321661978e-15,2584142500265519.5,3.838051273042554e-15,2.5655788114386274e-23,47478057.7973625,17419944.156067695
1.337527210727879e-15,2659632732716065.5,3.95017178602871e-15,2.6405267451635662e-23,46130454.5830784,16925501.589828804
1.3766002262587134e-15,2737328251908664.0,4.065567661572034e-15,2.717664123525546e-23,44821101.34167458,16445093.135818964
1.4168146769173235e-15,2817293480609790.0,4.184334582430292e-15,2.797054906497604e-23,43548912.3971818,15978320.453928381
1.4582039073056746e-15,2899594723560114.5,4.306571026529648e-15,2.8787649225074486e-23,42312832.8891386,15524796.510415925
1.5008022361174523e-15,2984300222452470.5,4.432378348619706e-15,2.962861923020477e-23,41111837.89793159,15084145.256991962
1.5446449845940418e-15,3071480212515714.5,4.5618608643136715e-15,3.049415638717157e-23,39944931.594964474,14656001.319010999
1.5897685058118448e-15,3161206980751679.0,4.695125936583739e-15,3.138497837311624e-23,38811146.41694661,14240009.692513892
1.6362102148251685e-15,3253554925873402.5,4.832284064783277e-15,3.2301823830593314e-23,37709542.263618484,13835825.449869193
1.6840086196896134e-15,3348600619994205.5,4.97344897626942e-15,3.324545298002975e-23,36639205.71824999,13443113.453769948
1.7332033533918035e-15,3446422872118999.5,5.11873772070239e-15,3.4216648250076933e-23,35599249.29026262,13061548.07934787
1.7838352067118778e-15,3547102793490367.5,5.2682707670996e-15,3.5216214926377293e-23,34588810.67934868,12690812.944174897
1.8359461620459243e-15,3650723864843459.0,5.422172103724767e-15,3.6244981819281785e-23,33607052.06047898,12330600.645928813
1.88957942821653e-15,3757372005625723.5,5.5805693408952924e-15,3.730380195107478e-23,32653159.38920328,11980612.507504415
1.9447794763002484e-15,3867135645238755.0,5.743593816792923e-15,3.839355326327465e-23,31726341.72666895,11640558.329359366
2.00159207650162e-15,3980105796361176.0,5.911380706365253e-15,3.9515139344595324e-23,30825830.583799288,11310156.14888985
2.0600643361044595e-15,4096376130413634.5,6.084069133408759e-15,4.066949018017514e-23,29950879.28408528,10989132.006635584
2.120244738531813e-15,4216043055228354.0,6.261802285926095e-15,4.185756292269269e-23,29100762.344463743,10677219.719120802
2.182183183546888e-15,4339205794987480.0,6.444727534853099e-15,4.3080342686007894e-23,28274774.873769533,10374160.65814329
2.245931028628449e-15,4465966472496812.0,6.6329965562543726e-15,4.433884336198893e-23,27472231.9882608,10079703.536327573
2.3115411315549074e-15,4596430193862987.0,6.8267654570885435e-15,4.563410846120114e-23,26692468.24373384,9793604.198764939
2.379067894232333e-15,4730705135644167.0,7.0261949046472685e-15,4.69672119781533e-23,25934837.08375766,9515625.420567846
2.448567307802889e-15,4868902634546811.0,7.231450259775745e-15,4.833925928182175e-23,25198710.303568628,9245536.710170109
2.52009699907102e-15,5011137279742751.0,7.442701713985002e-15,4.9751388032189435e-23,24483477.52918186,8983114.118210185
2.593716278285777e-15,5157527007882919.0,7.66012443056932e-15,5.120476912355759e-23,23788545.71128837,8728140.051839432
2.66948618831916e-15,5308193200887000.0,7.883898689846576e-15,5.27006076554175e-23,23113338.633515757,8480403.094300406
2.747469555280928e-15,5463260786589467.0,8.114210038640938e-15,5.424014393168057e-23,22457296.434647873,8239697.829626812
2.827731040612192e-15,5622858342326125.0,8.351249444132941e-15,5.582465448910257e-23,21819875.144404117,8005824.672318517
2.9103371947006395e-15,5787118201546381.0,8.595213452203438e-15,5.745545315574761e-23,21200546.232396472,7778589.7018515775
2.99535651206213e-15,5956176563540184.0,8.846304350403571e-15,5.913389214037504e-23,20598796.169887822,7557804.501885094
3.0828594881343067e-15,6130173606370425.0,9.104730335685586e-15,6.086136315365074e-23,20014126.003989294,7343286.004032029
3.1729186777291985e-15,6309253603104179.0,9.370705687033209e-15,6.263929856210988e-23,19446050.943944164,7134856.336064636
3.2656087551935072e-15,6493565041439633.0,9.64445094313538e-15,6.446917257583253e-23,18894099.95915381,6932342.674428108
3.361006576326346e-15,6683260746827649.0,9.926193085250365e-15,6.635250247081469e-23,18357815.388613198,6735577.100940451
3.4591912421056598e-15,6878498009189841.0,1.0216165725411487e-14,6.82908498470459e-23,17836752.56143278,6544396.46356
3.560244164276392e-15,7079438713338677.0,1.051460930013125e-14,7.028582192334139e-23,17330479.428130582,6358642.241104598
3.664249132854677e-15,7286249473207539.0,1.0821771269764126e-14,7.233907286999993e-23,16838576.20238973,6178160.411810578
3.771292385603893e-15,7499101770001773.0,1.1137906323692925e-14,7.445230518039002e-23,16360635.012984782,6002801.325622742
3.881462679540438e-15,7718172094385775.0,1.1463276591509608e-14,7.662727108260645e-23,15896259.565587083,5832419.580109002
3.994851364528407e-15,7943642092823801.0,1.179815186036535e-14,7.886577399236573e-23,15445064.81416931,5666873.899897014
4.111552459024026e-15,8175698718195505.0,1.2142809798669572e-14,8.116967000834172e-23,15006676.641737433,5506027.019533089
4.231662728032953e-15,8414534384811687.0,1.2497536186324283e-14,8.354086945118721e-23,14580731.550124018,5349745.569665756
4.3552817633449364e-15,8660347127958506.0,1.2862625151684279e-14,8.598133844751495e-23,14166876.358586421,5197899.966459887
4.482512066112182e-15,8913340768102090.0,1.3238379415439078e-14,8.849310056014774e-23,13764767.910960443,5050364.3041498605
4.613459131840336e-15,9173725079890552.0,1.3625110541620135e-14,9.1078238465998e-23,13374072.791125208,4907016.250642161
4.74823153786202e-15,9441715966092490.0,1.4023139195939879e-14,9.373889568295761e-23,12994467.046545053,4767736.946081473
4.886941033365997e-15,9717535636617284.0,1.4432795411678407e-14,9.64772783472406e-23,12625635.919657517,4632410.904295549
5.029702632056088e-15,1.0001412792764568e+16,1.4854418863336677e-14,9.929565704264185e-23,12267273.586886263,4500925.917037704
5.176634707517085e-15,1.0293582816856498e+16,1.5288359148284465e-14,1.0219636868323732e-22,11919082.905061314,4373172.960947097
5.327859091366612e-15,1.0594287967409768e+16,1.5734976076636073e-14,1.0518181845108357e-22,11580775.165036792,4249046.107149805
5.483501174274074e-15,1.0903777580008768e+16,1.6194639969593595e-14,1.0825448179051922e-22,11252069.85230237,4128442.43342593
5.643690009930855e-15,1.1222308274047206e+16,1.6667731966506204e-14,1.114169064607295e-22,10932694.414388983,4011261.938869559
5.80855842205779e-15,1.1550144165509254e+16,1.7154644340899517e-14,1.146717146482722e-22,10622384.034876473,3897407.460971005
5.978243114538436e-15,1.1887557085966244e+16,1.7655780825736514e-14,1.1802160514131245e-22,10320881.413816122,3786784.595052696
6.152884784769837e-15,1.2234826807971278e+16,1.8171556948180848e-14,1.214693555673774e-22,10027936.554385198,3679301.6159916343
6.332628240324621e-15,1.25922412770383e+16,1.8702400374139583e-14,1.2501782469648202e-22,9743306.55559706,3574869.4021636616
6.5176225190208926e-15,1.2960096850397474e+16,1.924875126287033e-14,1.286699548115315e-22,9466755.41089528,3473401.3615466086
6.708021012499939e-15,1.3338698542725754e+16,1.9811062631948208e-14,1.3242877414797463e-22,9198053.81246404,3374813.3599207634
6.90398159341401e-15,1.3728360279055956e+16,2.0389800732894433e-14,1.3629739940472586e-22,8936978.961092945,3279023.6511073
7.105666746329364e-15,1.412940515507355e+16,2.098544543777753e-14,1.402790383284348e-22,8683314.381438904,3185952.809186903
7.313243702453622e-15,1.4542165705017952e+16,2.159849063710887e-14,1.4437699237325355e-22,8436849.742531229,3095523.6626421683
7.526884578298894e-15,1.4966984177410002e+16,2.2229444649361973e-14,1.4859465943830427e-22,8197380.6833714675,3007661.230369278
7.746766518395399e-15,1.5404212818833698e+16,2.287883064245425e-14,1.5293553668511038e-22,7964708.643483699,2922292.6595060355
7.97307184217441e-15,1.585421416600855e+16,2.35471870675422e-14,1.5740322343733869e-22,7738640.698274076,2839347.165024427
8.2059881951421e-15,1.6317361346394212e+16,2.4235068105489065e-14,1.6200142416525095e-22,7518989.399063534,2758755.971037804
8.445708704469265e-15,1.6794038387576e+16,2.4943044126374116e-14,1.6673395155733401e-22,7305572.617661253,2680452.2537740795
8.692432139126789e-15,1.7284640535689446e+16,2.5671702162426986e-14,1.7160472968167046e-22,7098213.3953492325,2604371.086167394
8.946363074698554e-15,1.7789574583145834e+16,2.642164639477617e-14,1.766177972396513e-22,6896739.796153751,2530449.384022657
9.207712063009603e-15,1.8309259205932704e+16,2.7193498654418522e-14,1.8177731091475038e-22,6700984.764281025,2458625.853707953
9.47669580670906e-15,1.8844125310766764e+16,2.7987898937821913e-14,1.8708754881911508e-22,6510785.985599823,2388840.941331801
9.753537338953499e-15,1.9394616392388864e+16,2.880550593759115e-14,1.9255291404084907e-22,6325985.753055425,2321036.783362842
1.003846620833939e-14,1.9961188901296628e+16,2.96469975886363e-14,1.9817793829492187e-22,6146430.835903643,2255157.1586511256
1.0331718669237591e-14,2.054431262221887e+16,3.0513071630294976e-14,2.0396728568072444e-22,5971972.352656699,2191147.4418113003
1.0633537877688418e-14,2.114447106364709e+16,3.1404446184877055e-14,2.0992575654940159e-22,5802465.647635125,2128954.5579288662
1.0944174093019387e-14,2.176216185874626e+16,3.232186035311022e-14,2.1605829148415965e-22,5637770.1710236,2068526.9385520455
1.1263884885352391e-14,2.2397897177976668e+16,3.326607482697908e-14,2.2236997539684287e-22,5477749.362331454,2009814.4789328396
1.1592935349173158e-14,2.3052204153770348e+16,3.4237872520468324e-14,2.2886604174419127e-22,5322270.537160775,1952768.496481664
1.1931598323139692e-14,2.3725625317613584e+16,3.523805921873158e-14,2.35551876867266e-22,5171204.777188473,1897341.6904012011
1.2280154616311534e-14,2.4418719049896996e+16,3.626746424622323e-14,2.424330244576351e-22,5024426.823271252,1843488.1024660622
1.2638893240988238e-14,2.5132060042907884e+16,3.732694115434945e-14,2.495151901540364e-22,4881814.971584454,1791163.078915595
1.3008111652349766e-14,2.586623977734794e+16,3.841736842920762e-14,2.5680424627332364e-22,4743250.972708897,1740323.233428324
1.3388115995096982e-14,2.6621867012770496e+16,3.953965021999942e-14,2.6430623667960685e-22,4608619.9335821485,1690926.411147367
1.3779221357297694e-14,2.7399568292345744e+16,4.06947170887243e-14,2.720273817956441e-22,4477810.222232642,1642931.6537268911
1.418175203164824e-14,2.8199988462371576e+16,4.188352678177371e-14,2.7997408376063014e-22,4350713.375217782,1596299.1653706778
1.4596041784367095e-14,2.9023791206960436e+16,4.310706502406505e-14,2.881529317386538e-22,4227224.007689383,1550990.2798346663
1.5022434131943277e-14,2.987165959834525e+16,4.436634633637374e-14,2.9657070738222575e-22,4107239.7260118625,1506967.428366121
1.5461282625970497e-14,3.0744296663263556e+16,4.566241487654508e-14,3.0523439045543236e-22,3990661.0428603445,1464194.1085526857
1.591295114630107e-14,3.1642425965885292e+16,4.6996345305277234e-14,3.141511646213373e-22,3877391.294728894,1422634.8540557306
1.637781420276365e-14,3.256679220776943e+16,4.836924367719614e-14,3.2332842339844975e-22,3767336.561780165,1382255.2052027758
1.6856257245696177e-14,3.3518161845349476e+16,4.978224835796469e-14,3.327737762912203e-22,3660405.5899697244,1343021.6804145018
1.734867698554917e-14,3.449732372545496e+16,5.1236530968179665e-14,3.4249505509960225e-22,3556509.7153810905,1304901.7484428878
1.78554817218259e-14,3.5505089739399144e+16,5.2733297354843746e-14,3.525003204129412e-22,3455562.790708312,1267863.8013972894
1.8377091681632074e-14,3.654229549617493e+16,5.427378859121764e-14,3.6279786829357353e-22,3357481.1138252043,1231877.1285361235
1.891393936811564e-14,3.7609801015316904e+16,5.5859282005881044e-14,3.7339623715567395e-22,3262183.3583820504,1196911.8908024402
1.9466469919084823e-14,3.87084914400026e+16,5.749109224185345e-14,3.8430421484504095e-22,3169590.506372338,1162939.096082311
2.003514147610309e-14,3.983927777098671e+16,5.917057234665678e-14,3.9553084592571537e-22,3079625.782613389,1129930.5751654336
2.0620425564366488e-14,4.100309762197583e+16,6.089911489422218e-14,4.0708543917946413e-22,2992214.5910866684,1097858.958388064
2.1222807483677543e-14,4.220091599706828e+16,6.267815313956856e-14,4.1897757532432955e-22,2907284.4530851054,1066697.652938949
2.1842786710841358e-14,4.343372609090671e+16,6.450916220721483e-14,4.312171149586746e-22,2824764.9471159135,1036420.8208093611
2.2480877313816885e-14,4.4702550112205464e+16,6.639366031430926e-14,4.438142067372973e-22,2744587.650509186,1007003.3573689915
2.313760837796597e-14,4.600844013133399e+16,6.833321002948746e-14,4.567792957863769e-22,2666686.0826839735,978420.8705499811
2.3813524444755103e-14,4.735247895266218e+16,7.032941956850753e-14,4.701231323642599e-22,2590995.650024558,950649.6606217421
2.4509185963272993e-14,4.873578101238945e+16,7.238394412773487e-14,4.838567807752552e-22,2517453.592321364,923666.7005398512
2.522516975493736e-14,5.0159493302600296e+16,7.449848725657883e-14,4.979916285438067e-22,2445998.9307321575,897449.6168527454
2.5962069491778025e-14,5.162479632231585e+16,7.667480227002507e-14,5.125393958566889e-22,2376572.4172202093,871976.6711503245
2.6720496188691954e-14,5.313290505632829e+16,7.891469370243186e-14,5.275121452810349e-22,2309116.4854276003,847226.7420391123
2.7501078710078185e-14,5.468506998262917e+16,8.12200188037949e-14,5.429222917662484e-22,2243575.202942959,823179.3076290439
2.8304464291272318e-14,5.6282578109266264e+16,8.359268907972022e-14,5.587826129380879e-22,2179894.2249240656,799814.4285173604
2.913131907521573e-14,5.792675404149422e+16,8.60346718763907e-14,5.751062596935125e-22,2118020.749036646,777112.7312554196
2.998232866480032e-14,5.9618961080095496e+16,8.854799201182744e-14,5.91906767104991e-22,2057903.4716723484,755055.3922848463
3.0858198691349515e-14,6.136060235178777e+16,9.113473345480714e-14,6.091980656433712e-22,1999492.5454093514,733624.1223296098
3.175965539970651e-14,6.315312197265441e+16,9.379704105282623e-14,6.26994492728607e-22,1942739.5376803782,712801.1512311056
3.268744625041492e-14,6.499800624556255e+16,9.653712231054469e-14,6.4531080461792095e-22,1887597.3906138586,692569.2132136704
3.3642340539489544e-14,6.6896784892558776e+16,9.935724922017955e-14,6.641621886412288e-22,1834020.3820150185,672911.5325683429
3.462513003629368e-14,6.885103232326889e+16,1.0225976014537288e-13,6.835642757940197e-22,1781964.0874543986,653811.8097429458
3.5636629640050684e-14,7.086236894035158e+16,1.0524706176009348e-13,7.035331536981127e-22,1731385.3434324437,635254.2078269836
