mass_Msun,mass_kg,schwarzschild_radius_km,schwarzschild_radius_AU,hawking_temperature_K,temperature_relative_to_CMB
2.0799322419489245e-05,4.135882865148178e+25,6.142745802178415e-05,4.106171948461039e-13,0.002966478282499219,0.0010884161740962097
2.1406930430308992e-05,4.256703895275652e+25,6.322193068899742e-05,4.2261250372862045e-13,0.0028822786363034555,0.0010575228898563403
2.2032288418140707e-05,4.381054455082025e+25,6.506882506235093e-05,4.349582300729293e-13,0.002800468888075715,0.0010275064715009044
2.2675914910848453e-05,4.509037652277482e+25,6.696967253060628e-05,4.4766461058062566e-13,0.002720981203655669,0.0009983420303267911
2.333834358398582e-05,4.640759606644828e+25,6.892604921879318e-05,4.60742180996786e-13,0.002643749674267862,0.0009700053840645248
2.4020123703303745e-05,4.77632953803084e+25,7.093957729508506e-05,4.742017848458926e-13,0.0025687102618721152,0.0009424730368270466
2.4721820580185326e-05,4.915859856908111e+25,7.301192631585277e-05,4.88054582422962e-13,0.002495800746065095,0.0009157221596276262
2.544401604038416e-05,5.059466257582269e+25,7.514481461000789e-05,5.023120600473085e-13,0.002424960672489121,0.0008897305714507874
2.6187308906457402e-05,5.207267814122335e+25,7.734001070379136e-05,5.169860395866674e-13,0.0023561313027051617,0.000864476720860452
2.6952315494290542e-05,5.359387079093191e+25,7.959933478717958e-05,5.320886882595153e-13,0.0022892555654887743,0.0008399396681301685
2.773967012412814e-05,5.515950185172508e+25,8.192466022313164e-05,5.476325287237638e-13,0.002224278009508349,0.0008160990678805171
2.855002564653325e-05,5.677086949736197e+25,8.431791510092604e-05,5.636304494601743e-13,0.002161144757346518,0.000792935152209326
2.938405398371063e-05,5.842930982498908e+25,8.678108383487176e-05,5.800957154590822e-13,0.0020998034608266927,0.0007704287143007495
3.0242446686644575e-05,6.013619796299213e+25,8.93162088097254e-05,5.970419792193299e-13,0.002040203257607518,0.0007485610924995481
3.112591550851236e-05,6.189294921121158e+25,9.192539207417578e-05,6.144832920685133e-13,0.001982294729009334,0.0007273141548374002
3.203519299484766e-05,6.370102021446473e+25,9.461079708379658e-05,6.324341158138997e-13,0.001926029859037762,0.0007066702839984452
3.2971033090945436e-05,6.556191017035227e+25,9.737465049491938e-05,6.509093347337289e-13,0.001871361994570268,0.0006866123627115274
3.393421176701085e-05,6.747716207234807e+25,0.00010021924401091042,6.699242679188109e-13,0.0018182458066727906,0.0006671237595570688
3.492552766156935e-05,6.94483639892008e+25,0.00010314693628237889,6.894946819746338e-13,0.0017666372530144184,0.0006481883151768184
3.594580274367452e-05,7.147715038171447e+25,0.00010616015486290162,7.096368040945761e-13,0.001716493541348763,0.0006297903288749819
3.699588299445893e-05,7.356520345799175e+25,0.00010926139822187388,7.303673355149826e-13,0.001667773094031982,0.0006119145455996999
3.807663910859643e-05,7.571425456827073e+25,0.0001124532378161657,7.517034653633322e-13,0.001620435513547833,0.0005945461432940133
3.918896721625618e-05,7.792608564050892e+25,0.00011573832022229719,7.736628849109494e-13,0.0015744415490112624,0.0005776707206058567
4.033378962614575e-05,8.020253065790204e+25,0.00011911936933089675,7.962638022420513e-13,0.0015297530636227995,0.0005612742849469087
4.151205559026185e-05,8.254547717956798e+25,0.00012259918860526984,8.195249573513472e-13,0.0014863330030466639,0.0005453432408903555
4.2724742090981865e-05,8.49568679056547e+25,0.0001261806634059471,8.434656376826834e-13,0.0014441453646864134,0.0005298643788979687
4.397285465114697e-05,8.743870228816622e+25,0.00012986676338313505,8.681056941215879e-13,0.0014031551678327205,0.0005148248643671695
4.5257428167811635e-05,8.99930381888484e+25,0.00013366054493906096,8.934655574550298e-13,0.0013633284246584137,0.0005002122269889613
4.6579527770349405e-05,9.262199358550668e+25,0.00013756515376225074,9.1956625531202e-13,0.001324632112036784,0.0004860143504079193
4.7940249703624584e-05,9.532774832816638e+25,0.00014158382743583448,9.46429429599057e-13,0.0012870341441598497,0.0004722194621756925
4.934072223696669e-05,9.811254594654116e+25,0.00014571989812205672,9.740773544449702e-13,0.0012505033459337365,0.00045881612398963005
5.078210659969581e-05,1.0097869551029713e+26,0.00014997679532519997,1.0025329546699223e-12,0.0012150094271292705,0.00044579322220850143
5.2265597943979265e-05,1.0392857354366445e+26,0.00015435804873522766,1.031819824793988e-12,0.0011805229572662255,0.00043313995863739703
5.379242633581616e-05,1.0696462599598036e+26,0.00015886729115449738,1.061962248601025e-12,0.0011470153412104461,0.00042084584157418684
5.536385777496954e-05,1.1008937026979369e+26,0.00016350826150996712,1.0929852192740276e-12,0.00111445879546366,0.0004089006771101303
5.6981195244695535e-05,1.1330539730821973e+26,0.00016828480795340125,1.1249144601187246e-12,0.0010828263251262313,0.0003972945606773918
5.864577979213827e-05,1.1661537374327319e+26,0.00017320089105214386,1.157776445892581e-12,0.0010520917015137928,0.0003860178688364678
6.03589916402841e-05,1.2002204410695573e+26,0.00017826058707309653,1.1915984247568341e-12,0.0010222294404092457,0.000375061251296733
6.212225133240123e-05,1.2352823310693988e+26,0.00018346809136263718,1.2264084408698552e-12,0.0009932147809320066,0.0003644156231634587
6.39370209099119e-05,1.2713684796873252e+26,0.0001888277218252763,1.2622353576405304e-12,0.0009650236650070247,0.0003540721574048889
6.580480512467098e-05,1.308508808462545e+26,0.00019434392250392712,1.299108881660888e-12,0.0009376327174165833,0.00034402227753314374
6.772715268666259e-05,1.3467341130284794e+26,0.00020002126726477716,1.3370595873379444e-12,0.0009110192264182486,0.0003342576504928449
6.970565754814157e-05,1.3860760886475307e+26,0.00020586446358979388,1.3761189422450376e-12,0.0008851611249130087,0.00032477017975160845
7.174196022529113e-05,1.4265673564918465e+26,0.00021187835648002788,1.4163193332137974e-12,0.0008600369721478929,0.00031555199858664205
7.38377491584899e-05,1.4682414906918241e+26,0.0002180679324729437,1.4576940931883445e-12,0.0008356259359379399,0.0003065954635618932
7.599476211231377e-05,1.5111330461747257e+26,0.00022443832377710016,1.5002775288639197e-12,0.0008119077753928032,0.00029789314819035157
7.821478761643834e-05,1.5552775873165916e+26,0.00023099481252762417,1.5441049491329704e-12,0.0007888628241336087,0.00028943783677622776
8.049966644863447e-05,1.6007117174311618e+26,0.00023774283516599996,1.5892126943622332e-12,0.0007664719739861804,0.0002812225184319136
8.285129316108303e-05,1.6474731091201875e+26,0.0002446879869477947,1.635638166525018e-12,0.0007447166591371452,0.0002732403812647754
8.527161765128272e-05,1.6956005355104613e+26,0.00025183602658208237,1.6834198602138418e-12,0.0007235788407396985,0.00026548480672892994
8.776264677884361e-05,1.7451339024032716e+26,0.0002591928810063837,1.7325973945589304e-12,0.0007030409919563611,0.00025794936413735503
9.032644602951512e-05,1.7961142813630994e+26,0.0002667646503011054,1.7832115460792145e-12,0.0006830860834262492,0.0002506278053297557
9.296514122782528e-05,1.8485839437729374e+26,0.0002745576127475456,1.8353042824930104e-12,0.0006636975691448354,0.000243514059491776
9.56809202997477e-05,1.902586395884393e+26,0.0002825782300336471,1.888918797516328e-12,0.0006448593727445228,0.00023660222812127053
9.84760350868645e-05,1.9581664148917744e+26,0.00029083315261183663,1.9440995466778168e-12,0.0006265558741645974,0.00022988658013744172
0.00010135280321352613,2.015370086060003e+26,0.0002993292252133812,2.0008922841799592e-12,0.0006087718966995441,0.00022336154712879989
0.00010431361000855288,2.0742448409370716e+26,0.0003080734925238249,2.0593441008370243e-12,0.0005914926944149951,0.00021702171873600997
0.00010736091048307819,2.1348394966828648e+26,0.00031707320502423155,2.119503463121361e-12,0.000574703939920843,0.00021086183816578354
0.00011049723136617079,2.1972042965468962e+26,0.00032633582500306773,2.1814202533503557e-12,0.0005583917124913946,0.00020487679783210224
0.00011372517319991864,2.261390951528422e+26,0.0003358690327436964,2.245145811047272e-12,0.0005425424865227472,0.00019906163512116944
0.0001170474124957231,2.3274526832537053e+26,0.0003456807328926459,2.310732975510499e-12,0.0005271431203177473,0.0001934115282765538
0.00012046670395357777,2.395444268105708e+26,0.000355779061013893,2.378236129626229e-12,0.0005121808451893108,0.00018792179240114139
0.00012398588274618346,2.465422082643034e+26,0.00036617239033462986,2.4477112449611217e-12,0.0004976432548730089,0.00018258787557255874
0.0001276078668697888,2.5374441503456894e+26,0.0003768693386880946,2.5192159281722626e-12,0.00048351829524016305,0.00017740535506885455
0.00013133565956370137,2.6115701897263328e+26,0.00038787877565920774,2.5928094687727915e-12,0.00046979425430294057,0.00017236993370131742
0.00013517235180048376,2.6878616638470795e+26,0.0003992098299389674,2.668552888292998e-12,0.00045645975250312344,0.00016747743625137532
0.00013912112484889617,2.7663818312828456e+26,0.0004108718968936881,2.746508990877556e-12,0.0004435037332765176,0.00016272380600862874
0.00014318525291170446,2.8471957985733695e+26,0.00042287464635534295,2.8267424153607487e-12,0.0004309154538851978,0.00015810510140715385
0.00014736810584055132,2.9303705742076106e+26,0.0004352280306395001,2.9093196888630593e-12,0.0004186844765099488,0.00015361749275727348
0.00015167315193013688,3.015975124185193e+26,0.00044794229279748624,2.994309281953478e-12,0.00040680065959553815,0.0001492572590700929
0.00015610396079401918,3.104080429200833e+26,0.00046102797510960084,3.0817816654231355e-12,0.0003952541494416578,0.00014502078497217314
0.00016066420632443424,3.1947595434994776e+26,0.00047449592782647,3.1718093687176396e-12,0.00038403537203252183,0.00014090455770776806
0.00016535766973857177,3.288087655450578e+26,0.0004883573181657325,3.2644670400762096e-12,0.00037313502509839425,0.00013690516422615824
0.00017018824271384733,3.38414214989204e+26,0.0005026236395715617,3.3598315084277586e-12,0.00036254407040242436,0.00013301928835165086
0.00017515993061476543,3.483002672295426e+26,0.0005173067212446886,3.457981847095158e-12,0.00035225372624641117,0.00012924370803390613
0.000180276855814042,3.5847511948054806e+26,0.0005324187379508025,3.5589994393603524e-12,0.0003422554601892941,0.00012557529267631412
0.00018554326111075274,3.689472084208985e+26,0.000547972220115504,3.662968045944948e-12,0.0003325409819723074,0.00012201100054019718
0.0001909635132483357,3.7972521718891806e+26,0.0005639800642141599,3.7699738744621046e-12,0.0003231022366449456,0.00011854787622269147
0.00019654210653535784,3.90818082582363e+26,0.0005804555434652563,3.880105650897185e-12,0.00031393139788605054,0.00011518304820621925
0.00020228366657206153,4.022350024685472e+26,0.0005974123188361546,3.99345469317669e-12,0.0003050208615144599,0.00011191372647751235
0.0002081929540857744,4.139854434109398e+26,0.0006148644503703589,4.110114986886367e-12,0.0002963632391838467,0.00010873720021421637
0.0002142748688783541,4.260791485185408e+26,0.0006328264088456597,4.230183263201083e-12,0.00028795135225653573,0.00010565083553716226
0.00022053445388896213,4.3852614552458455e+26,0.000651313087772884,4.353759079091518e-12,0.0002797782258511857,0.00010265207332643027
0.00022697689937550998,4.5133675510122036e+26,0.0006703398157451247,4.480944899873663e-12,0.0002718370830594369,9.973842709940815e-05
0.00023360754721826572,4.645215994171048e+26,0.000689922369147752,4.61184618417e-12,0.00026412133932670126,9.690748094907404e-05
0.0002404318953491822,4.7809161094498834e+26,0.0007100769852397221,4.746571471352648e-12,0.0002566245969924465,9.415688754079857e-05
0.0002474556023106096,4.9205804152657785e+26,0.000730820375617003,4.885232471540807e-12,0.0002493406399854563,9.148436616600856e-05
0.0002546844919471895,5.064324717022279e+26,0.0007521697400693295,5.0279441582274446e-12,0.00024226342866964985,8.88877008510915e-05
0.00026212455823481376,5.212268203131801e+26,0.0007741427808417583,5.1748248636119015e-12,0.00023538709483619547,8.636473851997634e-05
0.0002697819702506409,5.364533543842919e+26,0.0007967577173128127,5.325996376717231e-12,0.00022870593683777644,8.391338720887047e-05
0.0002776630772883108,5.5212469929548734e+26,0.0008200333011014476,5.481584044374019e-12,0.00022221441486095447,8.153161433166556e-05
0.00028577441412258944,5.682538492503454e+26,0.0008439888316153324,5.641716875154243e-12,0.00021590714633272251,7.921744499457808e-05
0.00029412270642779827,5.8485417805048405e+26,0.0008686441720533117,5.806527646341104e-12,0.00020977890145744445,7.696896035862941e-05
0.00030271487635454843,6.0193945018472894e+26,0.0008940197658753935,5.976153014024106e-12,0.00020382459888046024,7.478429604860036e-05
0.0003115580482693694,6.195238322421929e+26,0.000920136653753822,6.150733626409978e-12,0.00019803930147478722,7.266164060714997e-05
0.00032065955466202117,6.376219046587892e+26,0.000947016491019374,6.330414240443959e-12,0.00019241821224740127,7.059923399280913e-05
0.0003300269422253763,6.56248673806894e+26,0.0009746815656173143,6.5153438418379465e-12,0.00018695667036171352,6.85953661206067e-05
0.0003396679781129006,6.754195844381595e+26,0.0010031548165878599,6.705675768604773e-12,0.00018165014727295118,6.664837544412078e-05
0.000349590656378945,6.951505324898408e+26,0.001032459853086548,6.90156783820151e-12,0.00017649424297322275,6.47566475777739e-05
0.00035980320460717697,7.154578782652332e+26,0.0010626209739602428,7.103182478386992e-12,0.00017148468234316335,6.291861395823275e-05
0.000370314090732635,7.363584599991228e+26,0.0010936631878949784,7.310686861901828e-12,0.00016661731160713943,6.113275054380461e-05
0.0003811320300630871,7.578696078195469e+26,0.0011256122341524127,7.524253045083033e-12,0.0001618880948890622,5.939757655074746e-05
0.0003922659925055046,7.800091581174207e+26,0.0011584946039120579,7.744058110528026e-12,0.00015729311086595945,5.7711653225448346e-05
0.0004037252100036255,8.027954683359092e+26,0.0011923375622369281,7.970284313925922e-12,0.00015282854951653843,5.607358265145421e-05
0.00041551918419281507,8.26247432191887e+26,0.0012271691706809418,8.203119235178672e-12,0.0001484907089620264,5.448200659036009e-05
0.000427657694278522,8.503844953420126e+26,0.0012630183105566762,8.442755933936406e-12,0.00014427599239668986,5.293560535560076e-05
0.0004401508051449036,8.752266715064864e+26,0.0012999147068828885,8.689393109676719e-12,0.00014018090510547,5.143309671820584e-05
0.0004530088757003276,9.007945590638305e+26,0.001337888953031617,8.94323526646036e-12,0.00013620205156626984,4.997323484361396e-05
0.0004662425674666542,9.271093581304178e+26,0.0013769725360952435,9.204492882499587e-12,0.00013233613263449357,4.855480925866578e-05
0.00047986285341945116,9.541928881389761e+26,0.0014171978629946508,9.473382584680405e-12,0.00012857994280749408,4.7176643847915646e-05
0.0004938810270864586,9.820676059306103e+26,0.0014585982873500766,9.750127328183133e-12,0.0001249303675666663,4.583759587843196e-05
0.0005083087119118252,1.0107566243753072e+27,0.0015012081371368808,1.0034956581349796e-11,0.00012138438079498624,4.453655505227894e-05
0.000523157870893932,1.0402837315364568e+27,0.0015450627431493086,1.0328106515952628e-11,0.00011793904226784254,4.3272442585889766e-05
0.0005384408165047324,1.0706734103951652e+27,0.001590198468295672,1.0629820203020255e-11,0.00011459149521509513,4.204421031557334e-05
0.0005541702208988871,1.1019508591508099e+27,0.0016366527377493845,1.0940347814384931e-11,0.00011133896395232643,4.085083982840816e-05
0.0005703591264211365,1.1341420121146372e+27,0.001684464069980804,1.1259946830117577e-11,0.00010817875157932678,3.9691341617804726e-05
0.0005870209564206036,1.1672735612136776e+27,0.0017336721086955334,1.1588882252022145e-11,0.00010510823774390953,3.85647542630378e-05
0.0006041695263810348,1.2013729781228962e+27,0.0017843176557058036,1.1927426823367237e-11,0.00010212487646919289,3.7470143632064906e-05
0.0006218190553761868,1.2364685370438862e+27,0.0018364427047621176,1.2275861255036685e-11,9.922619404255209e-05,3.6406602106971964e-05
0.0006399841778598364,1.2725893381489487e+27,0.0018900904763731483,1.2634474458286179e-11,9.640978696449446e-05,3.537324783140505e-05
0.0006586799558002323,1.3097653317100878e+27,0.0019453054536428967,1.3003563784299885e-11,9.367331995574928e-05,3.4369223979361326e-05
0.000677921891169031,1.348027342932883e+27,0.002002133419154755,1.3383435270745167e-11,9.101452402092395e-05,3.339369804473453e-05
0.0006977259387950418,1.3874070975157766e+27,0.0020606214929329812,1.3774403895529387e-11,8.843119456712455e-05,3.244586115102717e-05
0.0007181085195935083,1.4279372479561032e+27,0.0021208181715132524,1.41767938379704e-11,8.592118957597133e-05,3.152492738065358e-05
0.0007390865341818144,1.4696514006245125e+27,0.0021827733681544707,1.4590938747595895e-11,8.348242782750476e-05,3.063013312328188e-05
0.0007606773768929701,1.5125841436303643e+27,0.0022465384542253385,1.501718202079556e-11,8.11128871744998e-05,2.9760736442671e-05
0.0007828989501984754,1.5567710755011625e+27,0.0023121663017999735,1.545587708555516e-11,7.881060286576191e-05,2.891601646147933e-05
0.0008057696795524871,1.6022488346997341e+27,0.0023797113274977694,1.5907387694507938e-11,7.657366591701695e-05,2.809527276353585e-05
0.0008293085286696549,1.6490551300037486e+27,0.0024492295376040306,1.6372088226547403e-11,7.440022152803846e-05,2.7297824813075936e-05
0.0008535350152492689,1.6972287717727137e+27,0.0025207785745087197,1.6850363997251197e-11,7.228846754470254e-05,2.65230113904614e-05
0.0008784692271587232,1.7468097041283064e+27,0.002594417764501712,1.7342611578372633e-11,7.023665296469829e-05,2.577019004391792e-05
0.0009041318390897759,1.7978390380748468e+27,0.0026702081669643892,1.784923912666619e-11,6.824307648564886e-05,2.503873655683319e-05
0.0009305441297013866,1.850359085587316e+27,0.002748212624998254,1.837066672231889e-11,6.630608509444238e-05,2.4328044430175157e-05
0.0009577279992633094,1.9044133946951128e+27,0.00282849581753245,1.8907326717267577e-11,6.442407269660547e-05,2.3637524379602082e-05
0.0009857059878151618,1.9600467855908148e+27,0.002911124312953652,1.945966409369256e-11,6.259547878457647e-05,2.2966603846845156e-05
0.0010145012938559148,2.0173053877936708e+27,0.0029961666243024762,2.0028136832982852e-11,6.081878714378164e-05,2.231472652496116e-05
0.0010441377935793946,2.0762366783988187e+27,0.003083693266082443,2.0613216295480624e-11,5.909252459543533e-05,2.168135189705938e-05
0.0010746400606717126,2.1368895214438803e+27,0.0031737768127285087,2.1215387611319183e-11,5.741525977502403e-05,2.106595478812109e-05
0.0011060333866869927,2.1993142084254845e+27,0.0032664919587835003,2.1835150082677617e-11,5.578560194546392e-05,2.0468024929540973e-05
0.0011383438020183744,2.263562499999477e+27,0.0033619155808326073,2.247301759778729e-11,5.4202199843943125e-05,1.9887066536027564e-05
0.0011715980974816378,2.3296876688993124e+27,0.0034601268012471507,2.3129519057032616e-11,5.266374056149487e-05,1.9322597894512887e-05
0.001205823846529308,2.397744544108133e+27,0.003561207053790373,2.380519881149868e-11,5.116894845437467e-05,1.8774150964731123e-05
0.001241049428113738,2.4677895563213246e+27,0.0036652401511398794,2.450061711433089e-11,4.971658408633447e-05,1.8241270991133545e-05
0.0012773040502180907,2.539880784737167e+27,0.003772312354382617,2.5216350585280203e-11,4.830544320091915e-05,1.7723516125818804e-05
0.0013146177740746762,2.6140780052142715e+27,0.0038825124445398393,2.5952992688817995e-11,4.693435572293508e-05,1.7220457062166605e-05
0.001353021539090855,2.690442739835992e+27,0.003995931796181762,2.671115422621963e-11,4.560218478825766e-05,1.6731676678869076e-05
0.0013925471885030175,2.769038307922595e+27,0.004112664453192471,2.749146384202159e-11,4.4307825801179494e-05,1.625676969406696e-05
0.001433227495780047,2.84992987853375e+27,0.004232807206748303,2.8294568545274778e-11,4.3050205518512456e-05,1.5795342329301947e-05
0.0014750961917981006,2.933184524504769e+27,0.004356459675574208,2.912113424602512e-11,4.182828115968662e-05,1.534701198300738e-05
0.0015181879928091952,3.0188712780613e+27,0.004483724388544463,2.9971846307465276e-11,4.0641039542109244e-05,1.4911406913267014e-05
0.0015625386292268857,3.107061188058785e+27,0.0046147068696965575,3.084741011421734e-11,3.9487496241064005e-05,1.4488165929577694e-05
0.00160818487525286,3.197827378894054e+27,0.004749515725728581,3.1748551657216746e-11,3.836669477345543e-05,1.407693809336101e-05
0.0016551645793689515,3.2912451111377786e+27,0.004888262736052483,3.267601813568115e-11,3.727770580472305e-05,1.3677382426975988e-05
0.0017035166957199716,3.387391843938292e+27,0.005031062945478232,3.363057857666575e-11,3.6219626378265025e-05,1.3289167630990654e-05
0.001753281316413325,3.4863472992484046e+27,0.005178034759605534,3.4613024472717536e-11,3.5191579166733326e-05,1.2911971809478381e-05
0.0018044997047621189,3.5881935279283303e+27,0.00532930004300202,3.562417043815598e-11,3.419271174458172e-05,1.2545482203111988e-05
0.0018572143294995078,3.6930149777798864e+27,0.005484984220249829,3.666485488452764e-11,3.322219588125912e-05,1.2189394929832734e-05
0.0019114688999924267,3.8008985635679406e+27,0.005645216379943689,3.773594071579048e-11,3.2279226854466954e-05,1.1843414732880923e-05
0.001967308402484093,3.911933739087544e+27,0.005810129381727348,3.883831604380816e-11,3.1363022782907496e-05,1.1507254735977802e-05
0.002024779137395259,4.0262125713363503e+27,0.005979859966456821,3.997289492474589e-11,3.0472823977971136e-05,1.1180636205456298e-05
0.002083928757715067,4.1438298168536794e+27,0.0061545488695816135,4.114061811697707e-11,2.9607892313826503e-05,1.0863288319143829e-05
0.002144806308513485,4.26488300028981e+27,0.006334340937838359,4.2342453861132125e-11,2.876751061538852e-05,1.0554947941804631e-05
0.0022074622676080185,4.3894724952705164e+27,0.006519385249353416,4.3579398682934707e-11,2.795098206365819e-05,1.0255359406955858e-05
0.0022719485874183203,4.517701607623707e+27,0.006709835237253739,4.485247821948939e-11,2.7157629617942304e-05,9.964274304877015e-06
0.0023383187380436347,4.649676661037626e+27,0.006905848816889191,4.6162748069710267e-11,2.638679545447092e-05,9.681451276635817e-06
0.002406627751598516,4.7855070852211006e+27,0.007107588516770961,4.751129466959025e-11,2.5637840420950628e-05,9.406655813960972e-06
0.002476932267843814,4.925305506639388e+27,0.00731522161333536,4.8899236193041355e-11,2.4910143506598535e-05,9.139660064794914e-06
0.002549290581150675,5.069187841900683e+27,0.007528920269644447,5.032772347905115e-11,2.4203101327218668e-05,8.880242644365683e-06
0.0026237626888364076,5.217273393870531e+27,0.007748861678138248,5.179794098592239e-11,2.3516127624894742e-05,8.628188451621627e-06
0.0027004103409124644,5.369684950594208e+27,0.007975228207557425,5.331110777339043e-11,2.284865278188254e-05,8.383288490876002e-06
0.00277929709128571,5.526548887108895e+27,0.00820820755415801,5.4868478513431214e-11,2.2200123348299928e-05,8.145339698514009e-06
0.0028604883504553293,5.687995270229909e+27,0.008447992897343246,5.647134453059596e-11,2.1570001583223544e-05,7.914144774618803e-06
0.002944051439749257,5.854157966398206e+27,0.008694783059842176,5.812103487273884e-11,2.0957765008810093e-05,7.689512019376296e-06
0.0030300556471450184,6.025174752678455e+27,0.008948782672567523,5.981891741302388e-11,2.0362905977073286e-05,7.471255174123386e-06
0.0031185722847211317,6.201187430999428e+27,0.0092102023442892,6.156639998412225e-11,1.9784931248958158e-05,7.259193266908149e-06
0.0032096747477870194,6.382341945732054e+27,0.009479258836264978,6.336493154554625e-11,1.9223361585361532e-05,7.053150462433144e-06
0.0033034385757400807,6.568788504701878e+27,0.0097561752419721,6.521600338508094e-11,1.8677731349762097e-05,6.8529559162583375e-06
0.0033999415147007075,6.760681703736916e+27,0.010041181172089715,6.712115035531529e-11,1.8147588122128442e-05,6.658443633141972e-06
0.0034992635819770463,6.958180654853897e+27,0.010334512944885223,6.908195214629631e-11,1.7632492323785936e-05,6.469452329402289e-06
0.0036014871324128433,7.161449118188967e+27,0.010636413782161961,7.110003459535846e-11,1.713201685293183e-05,6.285825299186142e-06
0.0037066969266736174,7.370655637782688e+27,0.010947134010931458,7.317707103521934e-11,1.6645746730495195e-05,6.107410284533185e-06
0.0038149802015276803,7.585973681331746e+27,0.011266931270977134,7.53147836814574e-11,1.6173278756048686e-05,5.934059349128118e-06
0.0039264267421801275,7.807581784022918e+27,0.011596070728481126,7.751494506051902e-11,1.571422117348736e-05,5.76562875563653e-06
0.004041128956720046,8.035663696569109e+27,0.011934825295892149,7.977937947944436e-11,1.5268193346196238e-05,5.601978846522194e-06
0.00415918195274255,8.270408537569979e+27,0.012283475858216398,8.210996453852868e-11,1.4834825441437757e-05,5.442973928247205e-06
0.004280683616208998,8.512010950323106e+27,0.012642311505918493,8.450863268816896e-11,1.4413758123698136e-05,5.288482158759177e-06
0.004405734692611193,8.760671264216578e+27,0.013011629774626948,8.697737283119598e-11,1.4004642256736785e-05,5.138375438171633e-06
0.0045344388705063675,9.016595660835797e+27,0.01339173689184131,8.951823197200969e-11,1.3607138614093552e-05,4.992529302547625e-06
0.00466690286749264,9.279996344923089e+27,0.013782948030846854,9.213331691389412e-11,1.3220917597812263e-05,4.8508228206979505e-06
0.0048032365186960625,9.55109172033156e+27,0.014185587572046894,9.482479600591597e-11,1.2845658965147919e-05,4.713138493908611e-06
0.004943552867842467,9.83010657111871e+27,0.014599989371928815,9.759490094085153e-11,1.2481051563031476e-05,4.579362158514576e-06
0.00508796826098994,1.0117272247930666e+28,0.015026497039887919,1.0044592860563971e-10,1.212679307007099e-05,4.4493828912386685e-06
0.00523660244299951,1.0412826859831235e+28,0.01546546422313808,1.0338024298589218e-10,1.1782589745875756e-05,4.323092917217302e-06
0.0053895786568238305,1.0717015471734481e+28,0.015917254899944926,1.0640027712603618e-10,1.144815618749597e-05,4.200387520636937e-06
0.0055470237456965495,1.1030090307605218e+28,0.016382243681425747,1.0950853514672216e-10,1.112321509277514e-05,4.081164957906858e-06
0.005709068258306945,1.135231095959561e+28,0.01686081612216586,1.1270759432116612e-10,1.08074970304194e-05,3.965326373296423e-06
0.00587584655704677,1.168394460329079e+28,0.017353369039908303,1.1600010721214298e-10,1.0500740216593582e-05,3.8527757169670094e-06
0.0060474969294196665,1.2025266219243125e+28,0.017860310844583623,1.1938880387141516e-10,1.020269029785765e-05,3.7434196653302697e-06
0.006224161702704788,1.237655882097739e+28,0.01838206187695049,1.22876494103405e-10,9.913100140264851e-06,3.6371675436671627e-06
0.006405987361970338,1.2738113689657159e+28,0.01891905475712971,1.2646606979500086e-10,9.63172962444562e-06,3.533931250943174e-06
0.006593124671534619,1.3110230615606444e+28,0.01947173474331994,1.3016050731342358e-10,9.358345446507758e-06,3.4336251867575707e-06
0.0067857287999750745,1.3493218146886435e+28,0.020040560100991804,1.3396286997413663e-10,9.092720924588173e-06,3.336166180366235e-06
0.00698395944878944,1.3887393845134338e+28,0.02062600248286794,1.3787631058085604e-10,8.834635810895038e-06,3.241473421718965e-06
0.007187980984815465,1.4293084548876009e+28,0.02122854732000338,1.4190407403976093e-10,8.583876109084891e-06,3.149468394454189e-06
0.007397962576518737,1.4710626644530213e+28,0.02184869422428974,1.4604950005006818e-10,8.34023389682359e-06,3.060074810795667e-06
0.0076140783342621195,1.5140366345330196e+28,0.022486957402718492,1.5031602587321112e-10,8.10350715338331e-06,2.9732185482969402e-06
0.007836507454672877,1.5582659978393376e+28,0.02314386608374608,1.547071891829145e-10,7.87349959213298e-06,2.8888275883812075e-06
0.008065434369226864,1.6037874280176542e+28,0.02381996495611343,1.592266309985215e-10,7.650020497783612e-06,2.806831956625798e-06
0.008301048897173756,1.6506386700563098e+28,0.024515814620486083,1.6387809870402175e-10,7.432884568252705e-06,2.7271636647414073e-06
0.008543546402929189,1.6988585715832605e+28,0.025231992054286594,1.6866544915526392e-10,7.221911761017603e-06,2.6497566541983503e-06
0.008793127958065096,1.7484871150773701e+28,0.025969091090106963,1.7359265187794526e-10,7.016927143829604e-06,2.5745467414527994e-06
0.009050000508032263,1.7995654510206914e+28,0.02672772290809694,1.7866379235902415e-10,6.817760749665363e-06,2.501471564727706e-06
0.009314377043752998,1.8521359320191525e+28,0.027508516542735395,1.8388307543427754e-10,6.624247435795573e-06,2.430470532304375e-06
0.00958647677822685,1.9062421479200744e+28,0.02831211940440696,1.8925482877482534e-10,6.436226746853535e-06,2.361484772281613e-06
0.00986652532829549,1.9619289619555735e+28,0.02913919781621541,1.9478350647550635e-10,6.2535427817903525e-06,2.294457083760907e-06
0.010154754901717076,2.0192425479417354e+28,0.029990437566477717,2.0047369274807277e-10,6.0760440646067124e-06,2.2293318894172492e-06
0.010451404489706242,2.078230428564617e+28,0.03086654447736003,2.0633010572228708e-10,5.903583418753338e-06,2.166055189416011e-06
